ï»¿Unidade da FederaÃ§Ã£o;Ãrea;Sexo;Idade;Cor ou raÃ§a;Ofensa/humilhaÃ§Ã£o em pÃºblico (12 meses);Gritos/xingamentos (12 meses);AmeaÃ§as/redes sociais (12 meses);AmeaÃ§a contra pessoa importante (12 meses);Destruiu algo seu (12 meses);FrequÃªncia da violÃªncia psicolÃ³gica;Autor da violÃªncia psicolÃ³gica;Local da violÃªncia psicolÃ³gica;AgressÃ£o fÃ­sica: tapa/bofetada;AgressÃ£o fÃ­sica: empurrÃ£o/segurar/jogar objeto;AgressÃ£o fÃ­sica: soco/chute/puxÃ£o de cabelo;AgressÃ£o fÃ­sica: estrangular/asfixiar/queimar;AgressÃ£o fÃ­sica com arma (faca, arma de fogo);FrequÃªncia da agressÃ£o fÃ­sica;Autor da agressÃ£o fÃ­sica;Local da agressÃ£o fÃ­sica;ViolÃªncia sexual (12 meses): toque/beijo/manipulaÃ§Ã£o;ViolÃªncia sexual (12 meses): ameaÃ§a/forÃ§ar ato sexual;ViolÃªncia sexual na vida: toque/beijo/manipulaÃ§Ã£o;ViolÃªncia sexual na vida: ameaÃ§a/forÃ§ar ato sexual;FrequÃªncia da violÃªncia sexual;Autor da violÃªncia sexual;Local da violÃªncia sexual;Deixou de realizar atividades por causa da violÃªncia sexual;ConsequÃªncia fÃ­sica por ato sexual forÃ§ado;ConsequÃªncia psicolÃ³gica por ato sexual forÃ§ado;DST ou gravidez por ato sexual forÃ§ado;Buscou atendimento de saÃºde;Recebeu atendimento de saÃºde;Local do atendimento de saÃºde;InternaÃ§Ã£o por 24h ou mais
Paraã­Ba;Urbano;Feminino;19;Parda;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Estudo;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;39;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Pessoa Desconhecida;Estudo;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;69;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Outro Parente;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;36;Parda;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Sim;Uma Vez;Irmã£O(Ã£);Via Pãºblica;Nã£O;Nã£O;Nã£O;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Sim;Sim;Nã£O Aplicã¡Vel;Sim;Sim;Ambulatã³Rio Hospital Pãºblico;Sim,
Paraã­Ba;Urbano;Feminino;55;Preta;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Filho(A)/Enteado(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;43;Preta;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Patrã£O/Chefe;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;24;Parda;Sim;Sim;Sim;Sim;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Residãªncia;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Sim;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;64;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Amigo/Colega/Vizinho;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;31;Preta;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Amigo/Colega/Vizinho;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;37;Parda;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Outro Parente;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;63;Parda;Sim;Sim;Nã£O;Sim;Nã£O;Uma Vez;Outro Parente;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;37;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Sim;Nã£O;Nã£O;Nã£O;Nã£O;Uma Vez;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;24;Parda;Nã£O;Sim;Nã£O;Nã£O;Sim;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;70;Branca;Sim;Nã£O;Nã£O;Nã£O;Nã£O;Uma Vez;Irmã£O(Ã£);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;37;Branca;Nã£O;Nã£O;Sim;Nã£O;Nã£O;Algumas Vezes;Outro Parente;Internet/Redes Sociais;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;52;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;70;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Filho(A)/Enteado(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;33;Branca;Sim;Sim;Nã£O;Nã£O;Sim;Muitas Vezes;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Sim;Ubs/Psf;Nã£O,
Paraã­Ba;Urbano;Feminino;44;Parda;Sim;Nã£O;Nã£O;Nã£O;Nã£O;Uma Vez;Irmã£O(Ã£);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;34;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Amigo/Colega/Vizinho;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;61;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Amigo/Colega/Vizinho;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;51;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;36;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;53;Parda;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;40;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;29;Parda;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Pessoa Desconhecida;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;54;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Namorado(A)/Ex;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;67;Parda;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Urbano;Feminino;35;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Rural;Feminino;21;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Outro Parente;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Rural;Feminino;51;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Outro Parente;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Rural;Feminino;20;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Irmã£O(Ã£);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Rural;Feminino;22;Preta;Nã£O;Sim;Nã£O;Nã£O;Sim;Uma Vez;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Rural;Feminino;57;Preta;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Rural;Feminino;30;Parda;Nã£O;Sim;Nã£O;Sim;Sim;Uma Vez;Amigo/Colega/Vizinho;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Rural;Feminino;68;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Outro Parente;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Rural;Feminino;79;Preta;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paraã­Ba;Rural;Feminino;50;Parda;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Sim;Ubs/Psf;Nã£O,
Paraã­Ba;Rural;Feminino;34;Parda;Sim;Sim;Nã£O;Sim;Sim;Muitas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Sim;Sim;Sim;Sim;Sim;Muitas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Sim;Sim;Sim;Sim;Sim;No Local;Nã£O,
Paraã­Ba;Rural;Feminino;29;Branca;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
